date,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15
12/16/2016 6:00:00,131.9777778,13.71111111,6.577777778,34.97777778,67.84444444,2.177777778,3.955555556,0.222222222,0,231.1555556,3.666666667,0.155555556,3.288888889,0.133333333,15.28888889
12/16/2016 7:00:00,155.0222222,14.11111111,7.422222222,35.84444444,83.46666667,2.466666667,5.133333333,0.111111111,0,265.9555556,5.555555556,0.066666667,4.155555556,0.066666667,17.82222222
12/16/2016 8:00:00,179.7777778,17.84444444,9.066666667,42.64444444,93.17777778,2.733333333,8,0.111111111,0,303.4444444,6.777777778,0.066666667,5.022222222,0.155555556,22.44444444
12/16/2016 9:00:00,196.0888889,18.11111111,9.511111111,49.4,108.0888889,3.088888889,11.06666667,0.044444444,0,331.4222222,9.622222222,0.044444444,5.666666667,0.355555556,26.57777778
12/16/2016 10:00:00,209.8222222,19.13333333,11.02222222,53.42222222,121.3111111,3.377777778,12.48888889,0.111111111,0,360.7555556,10.68888889,0.155555556,5.711111111,0.155555556,28.6
12/16/2016 11:00:00,237.0444444,19.82222222,12.44444444,60.06666667,139.7777778,5.444444444,14.04444444,0.244444444,0,407.4444444,10.82222222,0.222222222,6.111111111,0.222222222,36.33333333
12/16/2016 12:00:00,251.5777778,21.75555556,13.84444444,58.48888889,150.4888889,4.733333333,15.22222222,0.155555556,0.222222222,423.1555556,12.53333333,0.155555556,6.022222222,0.2,44.17777778
12/16/2016 13:00:00,249.5777778,22.22222222,12.97777778,59.97777778,156,4.222222222,15.95555556,0.111111111,0.2,425.1111111,12.06666667,0.355555556,7.488888889,0.111111111,44.42222222
12/16/2016 14:00:00,251.0666667,21.37777778,14.11111111,57.51111111,154.2444444,5.133333333,16.11111111,0.088888889,0.244444444,422.2888889,11.55555556,0.2,7.511111111,0.177777778,45.86666667
12/16/2016 15:00:00,251.2666667,20.2,12.22222222,58.35555556,156.4666667,5.488888889,17.73333333,0.111111111,0.466666667,418,12.42222222,0.4,5.688888889,0.177777778,49.64444444
12/16/2016 16:00:00,249.2666667,19.28888889,11.4,52.26666667,164.0666667,5.711111111,20.71111111,0.111111111,0.266666667,408.3777778,14.57777778,0.2,7.044444444,0.177777778,51.02222222
12/16/2016 17:00:00,224.8888889,17.95555556,10.51111111,47.8,148.0888889,5.844444444,21.08888889,0.066666667,0.333333333,366.5777778,14.97777778,0.044444444,6.6,0.2,45.71111111
12/16/2016 18:00:00,218.8222222,16.66666667,11.35555556,46.15555556,143.0444444,5.111111111,21.68888889,0.155555556,0.311111111,352.5111111,14,0.111111111,7.466666667,0.288888889,45.15555556
12/16/2016 19:00:00,197.0444444,15.4,9,36.48888889,134.0222222,5.666666667,22.97777778,0.155555556,0.466666667,310.6888889,13.84444444,0.155555556,5.288888889,0.133333333,44.31111111
12/16/2016 20:00:00,178.1555556,12.4,8.622222222,32.51111111,120.6222222,5.222222222,21.22222222,0.133333333,0.355555556,274.8444444,11.33333333,0.333333333,5.644444444,0.177777778,44.42222222
12/16/2016 21:00:00,153.8,10.73333333,7.666666667,27.22222222,106.2666667,4.222222222,18.93333333,0.088888889,0.377777778,234.8,10.42222222,0.266666667,5.111111111,0.266666667,40.44444444
12/16/2016 22:00:00,127.0222222,9.377777778,5.711111111,24.53333333,89.77777778,3.933333333,15.97777778,0.155555556,0.2,195.4888889,9.311111111,0.155555556,4.733333333,0.066666667,34.95555556
12/16/2016 23:00:00,105.7333333,9.244444444,5.177777778,19.31111111,74.22222222,3.555555556,12.66666667,0.066666667,0.222222222,163.8444444,7.844444444,0.111111111,3.288888889,0.022222222,29.88888889
12/17/2016 0:00:00,88.02222222,8.355555556,4.222222222,16.28888889,53.4,2.2,9.177777778,0.155555556,0.177777778,135.0888889,5.777777778,0.088888889,2.355555556,0.044444444,20.31111111
12/17/2016 1:00:00,76.35555556,7.444444444,3.688888889,15.26666667,43.17777778,1.844444444,5.044444444,0.066666667,0.111111111,121.3555556,4.377777778,0.022222222,3.022222222,0,14.46666667
12/17/2016 2:00:00,71.26666667,7.8,3.222222222,17.2,40.93333333,1.511111111,4.177777778,0,0.111111111,119.8222222,3.044444444,0.022222222,2.888888889,0,12.44444444
12/17/2016 3:00:00,78.84444444,9.688888889,4.777777778,22.26666667,43.71111111,1.466666667,2.488888889,0.022222222,0.133333333,143.5111111,2.444444444,0,2.533333333,0.088888889,9.888888889
12/17/2016 4:00:00,92.66666667,10.73333333,4.777777778,26.44444444,52.24444444,1.577777778,2.644444444,0.088888889,0.022222222,168.4666667,2.777777778,0.044444444,2.311111111,0.022222222,12.55555556
12/17/2016 5:00:00,113.0444444,12.4,5.844444444,29.06666667,60,1.933333333,2.977777778,0.066666667,0.044444444,199.6222222,2.866666667,0.022222222,3.422222222,0.066666667,13.91111111
12/17/2016 6:00:00,133.0666667,12.6,7.422222222,33.17777778,63.22222222,2.044444444,3.511111111,0.111111111,0.088888889,226.1111111,3.4,0.022222222,3.288888889,0.044444444,15.48888889
12/17/2016 7:00:00,155.4,14.84444444,6.688888889,36.33333333,75.8,2.377777778,5.222222222,0.2,0.311111111,258.4222222,4.866666667,0.088888889,3.577777778,0.222222222,19.4
12/17/2016 8:00:00,180.3777778,17.35555556,8.8,41.75555556,91.64444444,3.422222222,7.866666667,0.133333333,0.4,298.3777778,6.933333333,0.022222222,5.022222222,0.155555556,25.28888889
12/17/2016 9:00:00,199.7333333,16.75555556,9.844444444,47.68888889,110.1333333,3.044444444,10.64444444,0.2,0.133333333,335.2,7.8,0.133333333,5.488888889,0.066666667,28.08888889
12/17/2016 10:00:00,210.7111111,18.46666667,11.06666667,51.53333333,124.4444444,4.133333333,13.22222222,0.177777778,0.288888889,358.7333333,10.4,0.044444444,6.311111111,0.088888889,31.75555556
12/17/2016 11:00:00,228.5555556,20.82222222,12.6,57.51111111,134.7555556,4.777777778,16.62222222,0.244444444,0.177777778,388.4,11.75555556,0.044444444,7.177777778,0.244444444,35.26666667
12/17/2016 12:00:00,236.8666667,20.4,12.82222222,57.62222222,145.7777778,4.711111111,15.95555556,0.066666667,0.244444444,400.8,14.22222222,0.311111111,7.488888889,0.044444444,40.13333333
12/17/2016 13:00:00,233.8222222,19.73333333,12.4,54.35555556,147.8666667,5.533333333,15.8,0.044444444,0.377777778,396.1111111,12.28888889,0.155555556,7.355555556,0.244444444,42.06666667
12/17/2016 14:00:00,234.9777778,20.73333333,11.95555556,52.77777778,151.7111111,5.444444444,14.71111111,0.022222222,0.2,396.3111111,12.24444444,0.133333333,6.311111111,0.133333333,48.4
12/17/2016 15:00:00,240.0222222,19.73333333,11.75555556,52.2,156.2666667,5.177777778,17.22222222,0.133333333,0.266666667,396.4444444,12.68888889,0.177777778,6.822222222,0.177777778,51.84444444
12/17/2016 16:00:00,238.6222222,18.44444444,12.2,50.42222222,154.8,5.955555556,20.88888889,0.111111111,0.244444444,387.4222222,11.97777778,0.222222222,7.822222222,0.333333333,51.95555556
12/17/2016 17:00:00,222.3333333,16.75555556,10.68888889,41.93333333,142.2444444,5.444444444,17.57777778,0.044444444,0.4,349.9555556,12.77777778,0.2,6.977777778,0.133333333,51.91111111
12/17/2016 18:00:00,208.2666667,16.02222222,9.866666667,39.53333333,133.9111111,4.866666667,18.48888889,0.155555556,0.311111111,322,13.82222222,0.111111111,6.355555556,0.111111111,52.08888889
12/17/2016 19:00:00,184.8888889,13.37777778,8.2,36.88888889,121.5777778,4.733333333,18.93333333,0.022222222,0.222222222,284.4888889,11.57777778,0.111111111,6.644444444,0.133333333,48.2
12/17/2016 20:00:00,159.7333333,12.97777778,7.2,32.82222222,118.2888889,4.866666667,18.71111111,0.022222222,0.311111111,252.9777778,11.97777778,0.111111111,5.2,0.044444444,47.02222222
12/17/2016 21:00:00,143.8444444,10.17777778,8.044444444,28.91111111,101.4666667,4.711111111,18.53333333,0.044444444,0.311111111,219.1555556,11.04444444,0.177777778,5.066666667,0.177777778,43.33333333
